ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-06-18,1548.1166927270253,-720.9481310589717,3864.215419330057,1548.1166927270253,1548.1166927270253,12.952613311842022,12.952613311842022,12.952613311842022,188.67020376400836,188.67020376400836,188.67020376400836,123.77949796319112,123.77949796319112,123.77949796319112,-299.4970884153575,-299.4970884153575,-299.4970884153575,0.0,0.0,0.0,1561.0693060388674
2015-06-19,1548.655083836189,-620.5305992931466,4276.63965262705,1548.655083836189,1548.655083836189,334.07076086155934,334.07076086155934,334.07076086155934,212.92424919844214,212.92424919844214,212.92424919844214,428.5771640921365,428.5771640921365,428.5771640921365,-307.4306524290194,-307.4306524290194,-307.4306524290194,0.0,0.0,0.0,1882.7258446977485
2015-06-20,1549.1934749453528,-816.6484963315738,3889.842158358335,1549.1934749453528,1549.1934749453528,-105.98297666158746,-105.98297666158746,-105.98297666158746,136.02398597032754,136.02398597032754,136.02398597032754,72.18283697370711,72.18283697370711,72.18283697370711,-314.1897996056221,-314.1897996056221,-314.1897996056221,0.0,0.0,0.0,1443.2104982837654
2015-06-21,1549.7318660545166,-1157.5891425058874,3954.8717696173185,1549.7318660545166,1549.7318660545166,-189.82417324616034,-189.82417324616034,-189.82417324616034,20.490772196506825,20.490772196506825,20.490772196506825,109.60328283129348,109.60328283129348,109.60328283129348,-319.91822827396066,-319.91822827396066,-319.91822827396066,0.0,0.0,0.0,1359.9076928083562
2015-06-22,1550.2702571636805,-770.1016830333991,4165.847282351738,1550.2702571636805,1550.2702571636805,113.22090520405933,113.22090520405933,113.22090520405933,-31.826915900359584,-31.826915900359584,-31.826915900359584,469.8293522981931,469.8293522981931,469.8293522981931,-324.7815311937742,-324.7815311937742,-324.7815311937742,0.0,0.0,0.0,1663.49116236774
2015-06-23,1550.808648272844,-1345.2949244393922,3493.2730323251144,1550.808648272844,1550.808648272844,-537.7376085956008,-537.7376085956008,-537.7376085956008,21.56026476767704,21.56026476767704,21.56026476767704,-230.33913556129949,-230.33913556129949,-230.33913556129949,-328.9587378019784,-328.9587378019784,-328.9587378019784,0.0,0.0,0.0,1013.0710396772432
2015-06-25,1551.8857526630156,-1044.9021674983665,3821.7608914742395,1551.8857526630156,1551.8857526630156,-97.23962554922508,-97.23962554922508,-97.23962554922508,114.96809035132017,114.96809035132017,114.96809035132017,123.77949796403014,123.77949796403014,123.77949796403014,-335.98721386457544,-335.98721386457544,-335.98721386457544,0.0,0.0,0.0,1454.6461271137905
2015-06-26,1552.4243048581016,-766.3377890163648,3980.1708951211094,1552.4243048581016,1552.4243048581016,59.7291707048158,59.7291707048158,59.7291707048158,-29.65964478126403,-29.65964478126403,-29.65964478126403,428.5771640920708,428.5771640920708,428.5771640920708,-339.1883486059911,-339.1883486059911,-339.1883486059911,0.0,0.0,0.0,1612.1534755629173
2015-06-28,1553.501409248273,-1236.0479414913777,3380.928622346061,1553.501409248273,1553.501409248273,-586.115311690856,-586.115311690856,-586.115311690856,-350.00499212067336,-350.00499212067336,-350.00499212067336,109.60328283072802,109.60328283072802,109.60328283072802,-345.71360240091053,-345.71360240091053,-345.71360240091053,0.0,0.0,0.0,967.386097557417
2015-06-29,1554.0399614433588,-962.7842852203249,3688.632949797936,1554.0399614433588,1554.0399614433588,-113.98360397626055,-113.98360397626055,-113.98360397626055,-234.55112177699152,-234.55112177699152,-234.55112177699152,469.8293522982472,469.8293522982472,469.8293522982472,-349.26183449751613,-349.26183449751613,-349.26183449751613,0.0,0.0,0.0,1440.0563574670982
2015-07-02,1555.6556180286161,-539.5084096807577,4237.260160615995,1555.6556180286161,1555.6556180286161,193.59893688077244,193.59893688077244,193.59893688077244,431.53204912636613,431.53204912636613,431.53204912636613,123.77949796486922,123.77949796486922,123.77949796486922,-361.71261021046286,-361.71261021046286,-361.71261021046286,0.0,0.0,0.0,1749.2545549093886
2015-07-03,1556.194170223702,-515.5275406218145,4385.003340568885,1556.194170223702,1556.194170223702,329.3520542744677,329.3520542744677,329.3520542744677,267.21891841766444,267.21891841766444,267.21891841766444,428.5771640920052,428.5771640920052,428.5771640920052,-366.444028235202,-366.444028235202,-366.444028235202,0.0,0.0,0.0,1885.5462244981697
2015-07-04,1556.7327224187875,-1176.1333821824535,3512.915700695867,1556.7327224187875,1556.7327224187875,-319.0477148473623,-319.0477148473623,-319.0477148473623,-19.86113939698014,-19.86113939698014,-19.86113939698014,72.18283697364639,72.18283697364639,72.18283697364639,-371.36941242402855,-371.36941242402855,-371.36941242402855,0.0,0.0,0.0,1237.685007571425
2015-07-05,1557.2712746138734,-1198.4628753308298,3415.6498851012216,1557.2712746138734,1557.2712746138734,-503.41724990507896,-503.41724990507896,-503.41724990507896,-236.63613964017875,-236.63613964017875,-236.63613964017875,109.60328283133451,109.60328283133451,109.60328283133451,-376.3843930962348,-376.3843930962348,-376.3843930962348,0.0,0.0,0.0,1053.8540247087944
2015-07-06,1557.8098268089593,-953.0649530162331,3747.5194910982004,1557.8098268089593,1557.8098268089593,-183.7482616032679,-183.7482616032679,-183.7482616032679,-272.2180831791304,-272.2180831791304,-272.2180831791304,469.8293522987146,469.8293522987146,469.8293522987146,-381.35953072285207,-381.35953072285207,-381.35953072285207,0.0,0.0,0.0,1374.0615652056913
2015-07-08,1558.8869311991307,-2192.082202490781,2557.538397210136,1558.8869311991307,1558.8869311991307,-1402.942424286754,-1402.942424286754,-1402.942424286754,-38.72798941941294,-38.72798941941294,-38.72798941941294,-973.632998598757,-973.632998598757,-973.632998598757,-390.5814362685838,-390.5814362685838,-390.5814362685838,0.0,0.0,0.0,155.9445069123767
2015-07-09,1559.4254833942164,-896.6256604530817,3710.8414331115036,1559.4254833942164,1559.4254833942164,-264.04024263685335,-264.04024263685335,-264.04024263685335,6.67814564707739,6.67814564707739,6.67814564707739,123.77949796344619,123.77949796344619,123.77949796344619,-394.4978862473769,-394.4978862473769,-394.4978862473769,0.0,0.0,0.0,1295.3852407573631
2015-07-10,1559.9640355893023,-791.234299023915,3898.985387122444,1559.9640355893023,1559.9640355893023,2.4879563863580914,2.4879563863580914,2.4879563863580914,-28.361226122436737,-28.361226122436737,-28.361226122436737,428.5771640923636,428.5771640923636,428.5771640923636,-397.72798158356875,-397.72798158356875,-397.72798158356875,0.0,0.0,0.0,1562.4519919756603
2015-07-11,1560.502587784388,-1207.0027690330803,3543.937834616375,1560.502587784388,1560.502587784388,-405.34640101531846,-405.34640101531846,-405.34640101531846,-77.41653633639783,-77.41653633639783,-77.41653633639783,72.18283697383733,72.18283697383733,72.18283697383733,-400.11270165275795,-400.11270165275795,-400.11270165275795,0.0,0.0,0.0,1155.1561867690696
2015-07-12,1561.0411399794739,-1191.3693105228365,3442.581850873853,1561.0411399794739,1561.0411399794739,-379.80545216680207,-379.80545216680207,-379.80545216680207,-87.90044967814124,-87.90044967814124,-87.90044967814124,109.60328283194106,109.60328283194106,109.60328283194106,-401.5082853206019,-401.5082853206019,-401.5082853206019,0.0,0.0,0.0,1181.2356878126718
2015-07-13,1561.5796921745598,-607.714824095513,3982.923209723495,1561.5796921745598,1561.5796921745598,1.6980076211016861,1.6980076211016861,1.6980076211016861,-66.33858280704656,-66.33858280704656,-66.33858280704656,469.82935229918206,469.82935229918206,469.82935229918206,-401.792761871034,-401.792761871034,-401.792761871034,0.0,0.0,0.0,1563.2776997956614
2015-07-14,1562.1182443696453,-1502.472807479228,3357.563936112482,1562.1182443696453,1562.1182443696453,-681.8098147864912,-681.8098147864912,-681.8098147864912,-50.59892155935774,-50.59892155935774,-50.59892155935774,-230.33913555943477,-230.33913555943477,-230.33913555943477,-400.87175766769866,-400.87175766769866,-400.87175766769866,0.0,0.0,0.0,880.3084295831541
2015-07-16,1563.1953487598169,-1294.1129553101373,3561.0880842148467,1563.1953487598169,1563.1953487598169,-305.6385389273942,-305.6385389273942,-305.6385389273942,-34.21616940143364,-34.21616940143364,-34.21616940143364,123.77949796424227,123.77949796424227,123.77949796424227,-395.20186749020274,-395.20186749020274,-395.20186749020274,0.0,0.0,0.0,1257.5568098324227
2015-07-17,1563.7339009549025,-718.2126355621015,3991.814322392146,1563.7339009549025,1563.7339009549025,75.19889452758451,75.19889452758451,75.19889452758451,37.061961491771314,37.061961491771314,37.061961491771314,428.577164092722,428.577164092722,428.577164092722,-390.44023105690883,-390.44023105690883,-390.44023105690883,0.0,0.0,0.0,1638.932795482487
2015-07-18,1564.2724531499885,-1022.210707420446,3744.769483039217,1564.2724531499885,1564.2724531499885,-168.2517592084919,-168.2517592084919,-168.2517592084919,144.01655754572374,144.01655754572374,144.01655754572374,72.18283697337202,72.18283697337202,72.18283697337202,-384.4511537275877,-384.4511537275877,-384.4511537275877,0.0,0.0,0.0,1396.0206939414966
2015-07-19,1564.8110053450741,-838.5138969689043,4015.240589013835,1564.8110053450741,1564.8110053450741,-53.91230407920959,-53.91230407920959,-53.91230407920959,213.8111211875265,213.8111211875265,213.8111211875265,109.60328283175302,109.60328283175302,109.60328283175302,-377.3267080984891,-377.3267080984891,-377.3267080984891,0.0,0.0,0.0,1510.8987012658645
2015-07-20,1565.34955754016,-499.8684849473387,4133.743068670732,1565.34955754016,1565.34955754016,285.7839685915435,285.7839685915435,285.7839685915435,185.15111649907,185.15111649907,185.15111649907,469.829352299236,469.829352299236,469.829352299236,-369.19650020676244,-369.19650020676244,-369.19650020676244,0.0,0.0,0.0,1851.1335261317035
2015-07-23,1566.9652141254173,-1038.9891675543515,3666.761921211599,1566.9652141254173,1566.9652141254173,-233.32919085052393,-233.32919085052393,-233.32919085052393,-16.55650155812205,-16.55650155812205,-16.55650155812205,123.77949796503835,123.77949796503835,123.77949796503835,-340.5521872574402,-340.5521872574402,-340.5521872574402,0.0,0.0,0.0,1333.6360232748934
2015-07-24,1567.503766320503,-572.1303335982553,4063.3247112407944,1567.503766320503,1567.503766320503,168.25851648369513,168.25851648369513,168.25851648369513,69.98470883943972,69.98470883943972,69.98470883943972,428.57716409265635,428.57716409265635,428.57716409265635,-330.30335644840085,-330.30335644840085,-330.30335644840085,0.0,0.0,0.0,1735.762282804198
2015-07-25,1568.042318515589,-672.8993390287845,4027.3502890447953,1568.042318515589,1568.042318515589,-116.80067115774538,-116.80067115774538,-116.80067115774538,131.1168810620158,131.1168810620158,131.1168810620158,72.18283697443302,72.18283697443302,72.18283697443302,-320.1003891941943,-320.1003891941943,-320.1003891941943,0.0,0.0,0.0,1451.2416473578435
2015-07-26,1568.5808707106746,-891.0712650137252,3705.7069880786366,1568.5808707106746,1568.5808707106746,-141.1229188419239,-141.1229188419239,-141.1229188419239,59.46057917629348,59.46057917629348,59.46057917629348,109.60328283198193,109.60328283198193,109.60328283198193,-310.18678085019934,-310.18678085019934,-310.18678085019934,0.0,0.0,0.0,1427.4579518687508
2015-07-27,1569.1194229057603,-796.179984447893,3914.853185899461,1569.1194229057603,1569.1194229057603,31.77145488379186,31.77145488379186,31.77145488379186,-137.260252438979,-137.260252438979,-137.260252438979,469.82935229773915,469.82935229773915,469.82935229773915,-300.7976449749683,-300.7976449749683,-300.7976449749683,0.0,0.0,0.0,1600.8908777895522
2015-07-30,1570.7350794910176,-1025.5340266813184,3713.2385971954204,1570.7350794910176,1570.7350794910176,-253.75422225929265,-253.75422225929265,-253.75422225929265,-99.71890954426158,-99.71890954426158,-99.71890954426158,123.77949796587735,123.77949796587735,123.77949796587735,-277.81481068090835,-277.81481068090835,-277.81481068090835,0.0,0.0,0.0,1316.980857231725
2015-07-31,1571.2736316861035,-445.0087105356152,4177.39830846669,1571.2736316861035,1571.2736316861035,375.0280982019353,375.0280982019353,375.0280982019353,218.8480979282337,218.8480979282337,218.8480979282337,428.5771640926266,428.5771640926266,428.5771640926266,-272.3971638189251,-272.3971638189251,-272.3971638189251,0.0,0.0,0.0,1946.3017298880388
2015-08-01,1571.8121838811892,-778.9910272202607,4113.161296833219,1571.8121838811892,1571.8121838811892,225.70887126986105,225.70887126986105,225.70887126986105,421.77591208555265,421.77591208555265,421.77591208555265,72.1828369739677,72.1828369739677,72.1828369739677,-268.2498777896592,-268.2498777896592,-268.2498777896592,0.0,0.0,0.0,1797.5210551510502
2015-08-02,1572.350736076275,-618.1458436798866,4050.4763179943425,1572.350736076275,1572.350736076275,220.1945836039302,220.1945836039302,220.1945836039302,375.97485842783306,375.97485842783306,375.97485842783306,109.60328283179395,109.60328283179395,109.60328283179395,-265.38355765569673,-265.38355765569673,-265.38355765569673,0.0,0.0,0.0,1792.5453196802052
2015-08-05,1573.9663926615324,-2364.721936763597,2366.8811949926944,1573.9663926615324,1573.9663926615324,-1515.3711326723826,-1515.3711326723826,-1515.3711326723826,-278.05988816568447,-278.05988816568447,-278.05988816568447,-973.6329985990151,-973.6329985990151,-973.6329985990151,-263.67824590768316,-263.67824590768316,-263.67824590768316,0.0,0.0,0.0,58.59525998914978
2015-08-06,1574.504944856618,-1276.0458965652751,3531.2045833282773,1574.504944856618,1574.504944856618,-370.00054855564184,-370.00054855564184,-370.00054855564184,-228.94650469357066,-228.94650469357066,-228.94650469357066,123.77949796441139,123.77949796441139,123.77949796441139,-264.83354182648264,-264.83354182648264,-264.83354182648264,0.0,0.0,0.0,1204.5043963009762
2015-08-07,1575.0434970517038,-609.9952837111922,4161.769019957131,1575.0434970517038,1575.0434970517038,66.59169294029236,66.59169294029236,66.59169294029236,-95.57417972578882,-95.57417972578882,-95.57417972578882,428.5771640929491,428.5771640929491,428.5771640929491,-266.4112914268679,-266.4112914268679,-266.4112914268679,0.0,0.0,0.0,1641.6351899919962
2015-08-08,1575.5820492467897,-906.5584152177337,3710.6476205883305,1575.5820492467897,1575.5820492467897,-199.5042727336638,-199.5042727336638,-199.5042727336638,-3.6240901932015284,-3.6240901932015284,-3.6240901932015284,72.18283697350229,72.18283697350229,72.18283697350229,-268.0630195139646,-268.0630195139646,-268.0630195139646,0.0,0.0,0.0,1376.0777765131259
2015-08-09,1576.1206014418754,-890.1571508672691,3702.7308271330608,1576.1206014418754,1576.1206014418754,-164.0766128272928,-164.0766128272928,-164.0766128272928,-4.288585248011761,-4.288585248011761,-4.288585248011761,109.60328283240044,109.60328283240044,109.60328283240044,-269.39131041168145,-269.39131041168145,-269.39131041168145,0.0,0.0,0.0,1412.0439886145825
2015-08-10,1576.6591536369613,-673.3305828379644,4031.3794105547468,1576.6591536369613,1576.6591536369613,144.23814841569407,144.23814841569407,144.23814841569407,-55.633806622821055,-55.633806622821055,-55.633806622821055,469.829352299036,469.829352299036,469.829352299036,-269.95739726052085,-269.95739726052085,-269.95739726052085,0.0,0.0,0.0,1720.8973020526553
2015-08-11,1577.197705832047,-1385.0104017179872,3499.7512012609195,1577.197705832047,1577.197705832047,-588.0895736373265,-588.0895736373265,-588.0895736373265,-88.46025903782518,-88.46025903782518,-88.46025903782518,-230.33913556051047,-230.33913556051047,-230.33913556051047,-269.2901790389908,-269.2901790389908,-269.2901790389908,0.0,0.0,0.0,989.1081321947205
2015-08-13,1578.2748102222183,-1241.1714419405275,3899.986426876307,1578.2748102222183,1578.2748102222183,-194.3773567942054,-194.3773567942054,-194.3773567942054,-55.88461006560464,-55.88461006560464,-55.88461006560464,123.7794979630314,123.7794979630314,123.7794979630314,-262.27224469163224,-262.27224469163224,-262.27224469163224,0.0,0.0,0.0,1383.8974534280128
2015-08-15,1579.3519146123901,-875.0845279576762,3762.8656129061465,1579.3519146123901,1579.3519146123901,-220.2348537735624,-220.2348537735624,-220.2348537735624,-48.08330884862576,-48.08330884862576,-48.08330884862576,72.18283697303698,72.18283697303698,72.18283697303698,-244.33438189797369,-244.33438189797369,-244.33438189797369,0.0,0.0,0.0,1359.1170608388277
2015-08-16,1579.892044834867,-927.6860128821319,3828.2566339231944,1579.892044834867,1579.892044834867,-126.31633899465564,-126.31633899465564,-126.31633899465564,-5.851187851030492,-5.851187851030492,-5.851187851030492,109.60328283104035,109.60328283104035,109.60328283104035,-230.06843397466554,-230.06843397466554,-230.06843397466554,0.0,0.0,0.0,1453.5757058402114
2015-08-17,1580.4321750573438,-328.0632726002579,4280.433241537007,1580.4321750573438,1580.4321750573438,348.0385620811223,348.0385620811223,348.0385620811223,89.90165154973226,89.90165154973226,89.90165154973226,469.829352298728,469.829352298728,469.829352298728,-211.69244176733795,-211.69244176733795,-211.69244176733795,0.0,0.0,0.0,1928.4707371384661
2015-08-21,1582.5926959472517,-297.7662036976977,4328.098689270952,1582.5926959472517,1582.5926959472517,358.4614806021611,358.4614806021611,358.4614806021611,20.490772196584764,20.490772196584764,20.490772196584764,428.57716409246564,428.57716409246564,428.57716409246564,-90.60645568688933,-90.60645568688933,-90.60645568688933,0.0,0.0,0.0,1941.054176549413
2015-08-22,1583.1328261697288,-799.2983391914504,4079.919913659621,1583.1328261697288,1583.1328261697288,-7.10704171223593,-7.10704171223593,-7.10704171223593,-31.826915900423312,-31.826915900423312,-31.826915900423312,72.18283697409798,72.18283697409798,72.18283697409798,-47.46296278591057,-47.46296278591057,-47.46296278591057,0.0,0.0,0.0,1576.0257844574928
2015-08-23,1583.6729563922056,-479.44485457809617,4206.747397126269,1583.6729563922056,1583.6729563922056,132.07998312687252,132.07998312687252,132.07998312687252,21.56026476718929,21.56026476718929,21.56026476718929,109.60328283164694,109.60328283164694,109.60328283164694,0.9164355280362829,0.9164355280362829,0.9164355280362829,0.0,0.0,0.0,1715.7529395190782
2015-08-24,1584.2130866146824,-229.63505121207305,4554.209171515899,1584.2130866146824,1584.2130866146824,636.2905254051564,636.2905254051564,636.2905254051564,112.05380702953754,112.05380702953754,112.05380702953754,469.8293522991956,469.8293522991956,469.8293522991956,54.40736607642323,54.40736607642323,54.40736607642323,0.0,0.0,0.0,2220.503612019839
2015-08-25,1584.7532168371595,-965.5049699738365,4046.6589606093626,1584.7532168371595,1584.7532168371595,-2.586384068789922,-2.586384068789922,-2.586384068789922,114.96809035161297,114.96809035161297,114.96809035161297,-230.33913556187585,-230.33913556187585,-230.33913556187585,112.78466114147288,112.78466114147288,112.78466114147288,0.0,0.0,0.0,1582.1668327683697
2015-08-27,1585.8334772821136,-548.2259060046962,4133.363546874931,1585.8334772821136,1585.8334772821136,124.90287899331342,124.90287899331342,124.90287899331342,-241.6720182626905,-241.6720182626905,-241.6720182626905,123.77949796240442,123.77949796240442,123.77949796240442,242.7953992935995,242.7953992935995,242.7953992935995,0.0,0.0,0.0,1710.736356275427
2015-08-28,1586.3736075045904,-337.61955118364955,4279.654517175597,1586.3736075045904,1586.3736075045904,392.0563380088663,392.0563380088663,392.0563380088663,-350.00499212060856,-350.00499212060856,-350.00499212060856,428.57716409240004,428.57716409240004,428.57716409240004,313.4841660370748,313.4841660370748,313.4841660370748,0.0,0.0,0.0,1978.4299455134567
2015-08-29,1586.9137377270674,-556.3494350301603,4036.3704050826177,1586.9137377270674,1586.9137377270674,224.81156140629233,224.81156140629233,224.81156140629233,-234.55112177701525,-234.55112177701525,-234.55112177701525,72.1828369729763,72.1828369729763,72.1828369729763,387.1798462103314,387.1798462103314,387.1798462103314,0.0,0.0,0.0,1811.7252991333598
2015-08-31,1587.9939981720213,474.8624342244897,5443.422733018761,1587.9939981720213,1587.9939981720213,1357.315264780008,1357.315264780008,1357.315264780008,346.72570323289096,346.72570323289096,346.72570323289096,469.82935229811227,469.82935229811227,469.82935229811227,540.7602092490049,540.7602092490049,540.7602092490049,0.0,0.0,0.0,2945.3092629520293
2015-09-01,1588.534128394498,37.41682044895704,4834.204339231412,1588.534128394498,1588.534128394498,820.2533465069223,820.2533465069223,820.2533465069223,431.53204912638716,431.53204912638716,431.53204912638716,-230.33913556090351,-230.33913556090351,-230.33913556090351,619.0604329414389,619.0604329414389,619.0604329414389,0.0,0.0,0.0,2408.7874749014204
2015-09-03,1589.6143888394522,43.04391494622195,5087.598352726279,1589.6143888394522,1589.6143888394522,878.2557733151531,878.2557733151531,878.2557733151531,-19.861139396940857,-19.861139396940857,-19.861139396940857,123.77949796320044,123.77949796320044,123.77949796320044,774.3374147488934,774.3374147488934,774.3374147488934,0.0,0.0,0.0,2467.870162154605
2015-09-04,1590.154519061929,233.20984178523452,4913.532771327119,1590.154519061929,1590.154519061929,1041.4201879737793,1041.4201879737793,1041.4201879737793,-236.6361396402141,-236.6361396402141,-236.6361396402141,428.5771640919464,428.5771640919464,428.5771640919464,849.479163522047,849.479163522047,849.479163522047,0.0,0.0,0.0,2631.5747070357083
2015-09-05,1590.694649284406,119.81371867443454,4705.907961824853,1590.694649284406,1590.694649284406,721.6767125972729,721.6767125972729,721.6767125972729,-272.21808317880874,-272.21808317880874,-272.21808317880874,72.1828369731673,72.1828369731673,72.1828369731673,921.7119588029145,921.7119588029145,921.7119588029145,0.0,0.0,0.0,2312.371361881679
2015-09-06,1591.234779506883,43.03421035815009,4758.938361439145,1591.234779506883,1591.234779506883,935.5710338672344,935.5710338672344,935.5710338672344,-164.14095823146428,-164.14095823146428,-164.14095823146428,109.60328283131012,109.60328283131012,109.60328283131012,990.1087092673886,990.1087092673886,990.1087092673886,0.0,0.0,0.0,2526.8058133741174
2015-09-07,1591.7749097293597,652.7900383769258,5494.268018729275,1591.7749097293597,1591.7749097293597,1484.8664448765753,1484.8664448765753,1484.8664448765753,-38.727989419378936,-38.727989419378936,-38.727989419378936,469.82935229894156,469.82935229894156,469.82935229894156,1053.7650819970124,1053.7650819970124,1053.7650819970124,0.0,0.0,0.0,3076.641354605935
2015-09-08,1592.3150399518368,122.20425107210463,4838.993302943716,1592.3150399518368,1592.3150399518368,888.1530226331192,888.1530226331192,888.1530226331192,6.67814564727478,6.67814564727478,6.67814564727478,-230.33913556158623,-230.33913556158623,-230.33913556158623,1111.8140125474308,1111.8140125474308,1111.8140125474308,0.0,0.0,0.0,2480.468062584956
2015-09-10,1593.3953003967908,582.5646989233192,5278.811273682096,1593.3953003967908,1593.3953003967908,1254.2536569577335,1254.2536569577335,1254.2536569577335,-77.41653633647437,-77.41653633647437,-77.41653633647437,123.77949796399653,123.77949796399653,123.77949796399653,1207.8906953302114,1207.8906953302114,1207.8906953302114,0.0,0.0,0.0,2847.648957354524
2015-09-11,1593.9354306192677,820.2442513174308,5632.449726552575,1593.9354306192677,1593.9354306192677,1585.1690456436963,1585.1690456436963,1585.1690456436963,-87.90044967856896,-87.90044967856896,-87.90044967856896,428.5771640922688,428.5771640922688,428.5771640922688,1244.4923312299964,1244.4923312299964,1244.4923312299964,0.0,0.0,0.0,3179.104476262964
2015-09-12,1594.4755608417447,615.1591909699739,5376.712167104168,1594.4755608417447,1594.4755608417447,1278.5017819342527,1278.5017819342527,1278.5017819342527,-66.33858280670235,-66.33858280670235,-66.33858280670235,72.18283697422825,72.18283697422825,72.18283697422825,1272.6575277667268,1272.6575277667268,1272.6575277667268,0.0,0.0,0.0,2872.9773427759974
2015-09-13,1595.0156910642215,656.3286943229331,5444.837550216548,1595.0156910642215,1595.0156910642215,1350.90094414699,1350.90094414699,1350.90094414699,-50.59892155949872,-50.59892155949872,-50.59892155949872,109.60328283112219,109.60328283112219,109.60328283112219,1291.8965828753667,1291.8965828753667,1291.8965828753667,0.0,0.0,0.0,2945.9166352112115
2015-09-14,1595.5558212866986,1092.030597630672,5731.224614104183,1595.5558212866986,1595.5558212866986,1720.228471096702,1720.228471096702,1720.228471096702,-51.42622883208026,-51.42622883208026,-51.42622883208026,469.82935229863364,469.82935229863364,469.82935229863364,1301.8253476301486,1301.8253476301486,1301.8253476301486,0.0,0.0,0.0,3315.7842923834005
2015-09-15,1596.0959515091756,258.20658110935534,5120.042385704027,1596.0959515091756,1596.0959515091756,1037.6165304547346,1037.6165304547346,1037.6165304547346,-34.21616940152952,-34.21616940152952,-34.21616940152952,-230.3391355628716,-230.3391355628716,-230.3391355628716,1302.171835419136,1302.171835419136,1302.171835419136,0.0,0.0,0.0,2633.7124819639102
2015-09-16,1596.6360817316524,-472.50249813550573,4406.575964786882,1596.6360817316524,1596.6360817316524,356.2101306958396,356.2101306958396,356.2101306958396,37.061961491761885,37.061961491761885,37.061961491761885,-973.6329985990354,-973.6329985990354,-973.6329985990354,1292.7811678031132,1292.7811678031132,1292.7811678031132,0.0,0.0,0.0,1952.846212427492
2015-09-17,1597.1762119541295,733.4706097950643,5387.88572700728,1597.1762119541295,1597.1762119541295,1541.414867611303,1541.414867611303,1541.414867611303,144.01655754568614,144.01655754568614,144.01655754568614,123.77949796257354,123.77949796257354,123.77949796257354,1273.618812103043,1273.618812103043,1273.618812103043,0.0,0.0,0.0,3138.5910795654327
2015-09-18,1597.7163421766063,1204.537225416339,5946.676357815268,1597.7163421766063,1597.7163421766063,1887.1603801625292,1887.1603801625292,1887.1603801625292,213.81112118733893,213.81112118733893,213.81112118733893,428.577164092239,428.577164092239,428.577164092239,1244.7720948829515,1244.7720948829515,1244.7720948829515,0.0,0.0,0.0,3484.8767223391355
2015-09-19,1598.2564723990833,726.8509203028746,5517.8259410637465,1598.2564723990833,1598.2564723990833,1463.7839564729886,1463.7839564729886,1463.7839564729886,185.15111649895704,185.15111649895704,185.15111649895704,72.18283697376293,72.18283697376293,72.18283697376293,1206.450003000269,1206.450003000269,1206.450003000269,0.0,0.0,0.0,3062.040428872072
2015-09-20,1598.7966026215602,762.4170816688585,5061.009307607639,1598.7966026215602,1598.7966026215602,1345.0919659067627,1345.0919659067627,1345.0919659067627,76.50737378182416,76.50737378182416,76.50737378182416,109.60328283172869,109.60328283172869,109.60328283172869,1158.98130929321,1158.98130929321,1158.98130929321,0.0,0.0,0.0,2943.888568528323
2015-09-21,1599.3367328440372,659.4231667414649,5753.625971602626,1599.3367328440372,1599.3367328440372,1553.950444641848,1553.950444641848,1553.950444641848,-18.68999054392173,-18.68999054392173,-18.68999054392173,469.8293522983256,469.8293522983256,469.8293522983256,1102.8110828874442,1102.8110828874442,1102.8110828874442,0.0,0.0,0.0,3153.287177485885
2015-09-22,1599.8768630665143,142.3088442051194,5053.15716774496,1599.8768630665143,1599.8768630665143,791.6000271457982,791.6000271457982,791.6000271457982,-16.55650155816924,-16.55650155816924,-16.55650155816924,-230.3391355629516,-230.3391355629516,-230.3391355629516,1038.4956642669188,1038.4956642669188,1038.4956642669188,0.0,0.0,0.0,2391.4768902123124
2015-09-24,1600.9571235114681,188.58143839178646,5015.708428374513,1600.9571235114681,1600.9571235114681,1143.067245384735,1143.067245384735,1143.067245384735,131.11688106226273,131.11688106226273,131.11688106226273,123.77949796341257,123.77949796341257,123.77949796341257,888.1708663590598,888.1708663590598,888.1708663590598,0.0,0.0,0.0,2744.024368896203
2015-09-25,1601.497253733945,743.1006833798531,5414.604131245689,1601.497253733945,1601.497253733945,1291.8035956287029,1291.8035956287029,1291.8035956287029,59.460579176181646,59.460579176181646,59.460579176181646,428.57716409217335,428.57716409217335,428.57716409217335,803.7658523603476,803.7658523603476,803.7658523603476,0.0,0.0,0.0,2893.3008493626476
2015-09-26,1602.037383956422,103.34591701021728,4706.82428234386,1602.037383956422,1602.037383956422,649.3279062371963,649.3279062371963,649.3279062371963,-137.2602524388887,-137.2602524388887,-137.2602524388887,72.18283697416759,72.18283697416759,72.18283697416759,714.4053217019172,714.4053217019172,714.4053217019172,0.0,0.0,0.0,2251.3652901936184
2015-09-27,1602.5775141788988,-294.2760087904567,4454.074069031317,1602.5775141788988,1602.5775141788988,411.37816151741646,411.37816151741646,411.37816151741646,-319.3055252521141,-319.3055252521141,-319.3055252521141,109.60328283154071,109.60328283154071,109.60328283154071,621.0804039379898,621.0804039379898,621.0804039379898,0.0,0.0,0.0,2013.9556756963152
